ticker,name,sector,ipo,delisted,first_data,last_data,bh_cagr_since_ipo,bh_vol,bh_sharpe,bh_max_dd,corr_qqq,ret_1y,ret_3y,ret_5y,ret_10y,overlay_cagr_zero,overlay_sharpe_zero,overlay_max_dd_zero,overlay_cagr_base,overlay_sharpe_base,overlay_max_dd_base,timing_adds_value_after_costs
NVDA,NVIDIA,semiconductors,1999-01-22,,1999-01-22,2026-07-31,0.2346794054204686,0.6069908066391239,0.6524761598936508,-0.9874928587516455,0.6066050403482514,3.5904515824512133,2.7245913372552844,0.8985221993720032,0.4730159943609489,0.27881558342255786,0.7813233786663198,-0.8905985757169054,0.26985942061816126,0.7650589797030181,-0.896865964869629,True
AMD,Advanced Micro Devices,semiconductors,1979-10-15,,1990-01-02,2026-07-31,-0.07605612527842331,0.6732523303350487,0.22564754871210838,-0.9995798515788116,0.5546282430017319,1.9578094903451748,1.4737030290675475,0.3420368900999904,0.27557968143416,0.01742294545652867,0.2668998269208725,-0.9946405028237812,0.009461163655832827,0.24930602865291104,-0.9955190108811436,True
AVGO,Broadcom,semiconductors,2009-08-06,,2009-08-06,2026-07-31,0.33481120241102746,0.4460502073486653,0.87191335858315,-0.6680927669660744,0.5903598960824205,0.8697168335909802,0.8263371406883326,0.6858286608026662,0.3314754123507735,0.2740595470553766,0.8576398880370634,-0.6675203080639477,0.26385479328846007,0.8346160896385887,-0.6771154045938719,False
TSM,Taiwan Semiconductor ADR,semiconductors,1997-10-08,,1997-10-08,2026-07-31,0.24800263663915434,0.46225473063612826,0.7101413205684244,-0.9046492280159951,0.6384206981929312,0.41083713895890583,0.5642431983994052,0.30736646465887585,0.36946794414744466,0.23442437889490364,0.7650580407497433,-0.5262958459550826,0.2236606480165415,0.7401152381528621,-0.5467782886106404,True
ASML,ASML ADR,semi_equipment,1995-03-15,,1995-03-15,2026-07-31,0.09405337190852614,0.4889008869133761,0.42925470290671214,-0.8943073989392036,0.6222184948400007,-0.4011879579063138,-0.057668070495518586,-0.2327017565926045,0.10163648259415625,0.0760674695296708,0.38608457297936444,-0.6945771136328136,0.0644272861994275,0.3550888848573981,-0.7226800576795616,False
ARM,Arm Holdings ADR,semiconductors,2023-09-14,,2023-09-14,2026-07-31,0.14305599104095879,0.6814846163226049,0.5369580540259995,-0.751376713560129,0.41310720955128194,0.3945377522850906,,,,-0.09169988343199409,-0.09606834128383762,-0.5466519504156967,-0.098534265417764,-0.11730662495052278,-0.555179053175761,False
MU,Micron,semiconductors,1984-06-01,,1990-01-02,2026-07-31,0.07268393530409445,0.6147265392924716,0.4238428858956301,-0.9964113792607838,0.5460047983278936,0.057863078977445914,0.9933918244526885,0.49014129766131376,0.5470088427115609,0.14980444068860965,0.5419644734138387,-0.8850590492067053,0.1424539080878855,0.5271234445469967,-0.8957995993875528,True
MRVL,Marvell,semiconductors,2000-06-27,,2000-06-27,2026-07-31,0.11295719482711242,0.644464150919801,0.4900039935469693,-0.972897507144705,0.5774592452026742,-0.0788105541359101,0.4461367942691845,0.06741390651058654,0.07083594836538554,0.19540076819450203,0.6145328058573551,-0.8016455107235678,0.18517500376090457,0.5962336222782205,-0.8151997501789672,True
INTC,Intel,semiconductors,1971-10-13,,1990-01-02,2026-07-31,0.17529918826849578,0.44616681155438775,0.5885445832913715,-0.8752117750213992,0.5905810587594129,-0.07921238660505325,-0.13957346433224882,-0.0657622985340176,0.05083431467858279,0.2051072248173278,0.7230839759565899,-0.6169765566596845,0.1965376970578756,0.7017272024398604,-0.6270581431086579,True
QCOM,Qualcomm,semiconductors,1991-12-13,,1991-12-13,2026-07-31,0.14384553829399427,0.5040399284925821,0.5186922321792747,-0.9809634998674132,0.6137425487540914,1.4881972088441606,0.7366414132917214,0.34122319249014876,0.2575395886695768,0.12468040860766916,0.4977931374901134,-0.8893906078177111,0.11330464717453981,0.4712359574237398,-0.9099214653040003,False
